Author	DOB	POB	DOD	POD	Link	identifier
J.W.J. Witsen Elias	1 oktober 1896	Den Haag	21 juni 1956	Leeuwarden	https://www.dbnl.org/auteurs/auteur.php?id=wits003	wits003
D.P.M. Graswinckel	30 oktober 1888	Utrecht	9 september 1960	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=gras009	gras009
C.H. Lambermond	13 mei 1893	Nijmegen	28 december 1957	Venlo	https://www.dbnl.org/auteurs/auteur.php?id=lamb029	lamb029
H.J.J. Scholtens	10 maart 1895	Nuenen	1 augustus 1978	Maastricht	https://www.dbnl.org/auteurs/auteur.php?id=scho116	scho116
J. Barten S.J.	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=bart020	bart020
Willem van der Pluym	19 augustus 1879	Zierikzee	21 juli 1960	Bussum	https://www.dbnl.org/auteurs/auteur.php?id=pluy003	pluy003
C.J. Bleeker	12 september 1898	Beneden Knijpe	5 mei 1983	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=blee001	blee001
H.E. Buiskool	12 januari 1884	Weerdinge	11 augustus 1963	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=buis002	buis002
K.J. Riemens	16 februari 1880	Sliedrecht	16 november 1963	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=riem013	riem013
T.S. Jansma	5 januari 1904	Amsterdam	24 april 1992	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=jans028	jans028
P. Polman	20 augustus 1897	Amsterdam	25 augustus 1968	Utrecht	https://www.dbnl.org/auteurs/auteur.php?id=polm004	polm004
Rinske Visscher	10 december 1868	Akkrum	26 maart 1950	Amersfoort	https://www.dbnl.org/auteurs/auteur.php?id=viss058	viss058
W.R. Juynboll	1902		1978	Voorschoten	https://www.dbnl.org/auteurs/auteur.php?id=juyn002	juyn002
A.J. Sormani	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=sorm001	sorm001
A. Wassenbergh	1897		1992		https://www.dbnl.org/auteurs/auteur.php?id=wass014	wass014
Gerrit Dekker	11 november 1897	Pretoria	10 april 1973	Pretoria	https://www.dbnl.org/auteurs/auteur.php?id=dekk004	dekk004
F.W.N. Hugenholtz	1922		1999		https://www.dbnl.org/auteurs/auteur.php?id=huge005	huge005
Chr.P. van Eeghen	10 februari 1880	Amsterdam	28 juli 1968	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=eegh007	eegh007
R.A. Kern	1875		1958		https://www.dbnl.org/auteurs/auteur.php?id=kern006	kern006
Cunibertus Sloots	5 april 1893	Leiden	22 januari 1960	Venray	https://www.dbnl.org/auteurs/auteur.php?id=sloo007	sloo007
Hendrik Smitskamp	1907		1970		https://www.dbnl.org/auteurs/auteur.php?id=smit061	smit061
M.A. Schwartz	4 april 1884	Doetinchem	23 december 1973	Nijmegen	https://www.dbnl.org/auteurs/auteur.php?id=schw015	schw015
L.L. Hammerich	31 juli 1892	Kopenhagen	1 november 1975	Hørsholm	https://www.dbnl.org/auteurs/auteur.php?id=hamm005	hamm005
Onno Damsté	19 december 1896	Leiden	8 juli 1973		https://www.dbnl.org/auteurs/auteur.php?id=dams008	dams008
S.J.R. de Monchy	9 maart 1880	Rotterdam	26 juni 1961	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=monc002	monc002
K. Fokkema	5 maart 1898	Leeuwarden	26 februari 1967	Amstelveen	https://www.dbnl.org/auteurs/auteur.php?id=fokk007	fokk007
G.J. Sirks	1887		1969		https://www.dbnl.org/auteurs/auteur.php?id=sirk001	sirk001
W. Roukens	28 april 1896	Kerkrade	21 september 1974	Maastricht	https://www.dbnl.org/auteurs/auteur.php?id=rouk002	rouk002
J.S. Schippers	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=schi048	schi048
A.P. Grové	10 juni 1918	Potchefstroom			https://www.dbnl.org/auteurs/auteur.php?id=grov001	grov001
A.P. van Schilfgaarde	22 januari 1896	Den Haag	9 oktober 1980	Arnhem	https://www.dbnl.org/auteurs/auteur.php?id=schi049	schi049
R.R. Post	18 mei 1894	Kloosterburen	27 oktober 1968	Nijmegen	https://www.dbnl.org/auteurs/auteur.php?id=post029	post029
M.E. Kluit	14 februari 1903	Utrecht	3 februari 1977	Deventer	https://www.dbnl.org/auteurs/auteur.php?id=klui003	klui003
H.G. Cannegieter	1880	Tzum	1966		https://www.dbnl.org/auteurs/auteur.php?id=cann007	cann007
Frans Van Coetsem	14 april 1919	Geraardsbergen	11 februari 2002		https://www.dbnl.org/auteurs/auteur.php?id=coet001	coet001
Maria Elisabeth Houtzager	1907		2001		https://www.dbnl.org/auteurs/auteur.php?id=hout035	hout035
A.C. Bouman	30 augustus 1892	Sommelsdijk	24 februari 1966	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=boum003	boum003
Rudolf Mengelberg	1 februari 1892	Krefeld	13 oktober 1959	Beausoleil (Monaco)	https://www.dbnl.org/auteurs/auteur.php?id=meng002	meng002
Catharina Ypes	23 augustus 1903	Amsterdam	3 juni 1973	Arnhem	https://www.dbnl.org/auteurs/auteur.php?id=ypes001	ypes001
K.H. Miskotte	23 september 1894	Utrecht	31 augustus 1976	Voorst	https://www.dbnl.org/auteurs/auteur.php?id=misk001	misk001
J.M.A.F. Smits van Waesberghe	18 april 1901	Breda	9 oktober 1986	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=smit039	smit039
T.J. Haarhoff	30 april 1892	Paarl	30 augustus 1971	Kaapstad	https://www.dbnl.org/auteurs/auteur.php?id=haar014	haar014
G. Kazemier	24 maart 1902	Groningen	18 december 1991	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=kaze001	kaze001
V.E. Korn	1 juli 1892	Den Haag	25 juni 1969	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=korn004	korn004
L. Brummel	10 augustus 1897	Arnhem	1 februari 1976	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=brum003	brum003
M.J. Kloeke-van Lessen	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=kloe010	kloe010
Margrit de Sablonière	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=sabl001	sabl001
K.H.E. de Jong	9 februari 1872	Biebrich	27 december 1960	Zeist	https://www.dbnl.org/auteurs/auteur.php?id=jong036	jong036
J.F. Burger	1891				https://www.dbnl.org/auteurs/auteur.php?id=burg026	burg026
P.S. du Toit	25 november 1909	Richmond	25 juli 1983	Stellenbosch	https://www.dbnl.org/auteurs/auteur.php?id=toit006	toit006
J.C. Winterink	10 juni 1894	Amsterdam	23 oktober 1966	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=wint021	wint021
A.J. Veenendaal sr.	1899		1985		https://www.dbnl.org/auteurs/auteur.php?id=veen022	veen022
A.H. van der Weel	8 december 1895	Middelburg	5 juli 1976	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=weel003	weel003
Jan Tjittes Piebenga	4 april 1910	Franeker	3 december 1965	Leeuwarden	https://www.dbnl.org/auteurs/auteur.php?id=pieb002	pieb002
P.C. Boeren	1909	Etten	1994		https://www.dbnl.org/auteurs/auteur.php?id=boer031	boer031
F.L.W.M. Buisman-de Savornin Lohman	4 november 1892	Amsterdam	28 januari 1984	Zeist	https://www.dbnl.org/auteurs/auteur.php?id=buis005	buis005
K. Smits	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=smit060	smit060
Herman Gerrit Schulte Nordholt	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=schu066	schu066
H. Hardenberg	1901		1976		https://www.dbnl.org/auteurs/auteur.php?id=hard003	hard003
J.J. Poortman	26 april 1896	Rotterdam	21 december 1970	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=poor011	poor011
G.I. Lieftinck	1902	Amsterdam	1994		https://www.dbnl.org/auteurs/auteur.php?id=lief002	lief002
D.L. Daalder	21 november 1887	Oosterend	27 augustus 1963	Emmeloord	https://www.dbnl.org/auteurs/auteur.php?id=daal003	daal003
S.P.E. Boshoff	14 juli 1891	Vaalbank	30 april 1974	Pretoria	https://www.dbnl.org/auteurs/auteur.php?id=bosh002	bosh002
Frits Huël	9 januari 1892	Breda	27 juni 1967	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=huel001	huel001
Jan Ploeger	18 februari 1913	Noordbroek	1994		https://www.dbnl.org/auteurs/auteur.php?id=ploe012	ploe012
G.P. van Itterzon	1900		1992		https://www.dbnl.org/auteurs/auteur.php?id=itte002	itte002
W.C. Braat	4 februari 1903	Delft	28 maart 2000	Oegstgeest	https://www.dbnl.org/auteurs/auteur.php?id=braa019	braa019
A.J.J. de Witte	1 mei 1911	Roosendaal	6/7 maart 1977	Nijmegen	https://www.dbnl.org/auteurs/auteur.php?id=witt006	witt006
E. Pelinck	1907		1991		https://www.dbnl.org/auteurs/auteur.php?id=peli001	peli001
C.E. Pothast-Gimberg	19 januari 1900	Zutphen	15 november 1975	Sneek	https://www.dbnl.org/auteurs/auteur.php?id=poth001	poth001
Willem Schrickx	1918		1998		https://www.dbnl.org/auteurs/auteur.php?id=schr054	schr054
G.S. Nienaber	12 november 1903	Distrik Fauresmith	10 december 1994	Pretoria	https://www.dbnl.org/auteurs/auteur.php?id=nien001	nien001
F.E.J. Malherbe	1913		1995		https://www.dbnl.org/auteurs/auteur.php?id=malh006	malh006
J.R. de Groot	8 december 1918	Alkmaar	7 april 1987	Katwijk aan Zee	https://www.dbnl.org/auteurs/auteur.php?id=groo043	groo043
J.H. van den Berg	11 juni 1914	Deventer	22 september 2012	Gorinchem	https://www.dbnl.org/auteurs/auteur.php?id=berg097	berg097
H.A. Höweler	27 november 1899	Amsterdam	7 oktober 1976	Laren	https://www.dbnl.org/auteurs/auteur.php?id=howe001	howe001
J.C.P. Kats	1906	Roermond?	2000		https://www.dbnl.org/auteurs/auteur.php?id=kats001	kats001
Frits Lugt	1884		1970		https://www.dbnl.org/auteurs/auteur.php?id=lugt006	lugt006
P.J.J. Diermanse	26 november 1896	Den Haag	15 januari 1980	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=dier010	dier010
Willibrord Lampen	27 november 1888	Alkmaar	14 december 1966	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=lamp006	lamp006
F. van Lennep	1890		1980		https://www.dbnl.org/auteurs/auteur.php?id=lenn011	lenn011
R.L. Plancke	28 mei 1911	Brugge	3 maart 1993		https://www.dbnl.org/auteurs/auteur.php?id=plan013	plan013
L.J.F. Wijsenbeek	1912		1985		https://www.dbnl.org/auteurs/auteur.php?id=wijs009	wijs009
M.A. Beek	25 juni 1909	Ambt-Ommen	31 juli 1987	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=beek019	beek019
Max B. Teipe	1899		3 februari 1969		https://www.dbnl.org/auteurs/auteur.php?id=teip001	teip001
Hendrik Smilde			20ste eeuw		https://www.dbnl.org/auteurs/auteur.php?id=smil002	smil002
K.Ph. Bernet Kempers	20 september 1897	Nijkerk	30 september 1974	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=bern013	bern013
J.J.M. Timmers	1907		1996		https://www.dbnl.org/auteurs/auteur.php?id=timm017	timm017
I.Q. van Regteren Altena	1899		1980		https://www.dbnl.org/auteurs/auteur.php?id=regt008	regt008
E. Schoenmaeckers	1916		2002		https://www.dbnl.org/auteurs/auteur.php?id=scho121	scho121
P. Julius O.F.M. Cap.			20ste eeuw		https://www.dbnl.org/auteurs/auteur.php?id=juli002	juli002
F. Veenstra	29 december 1906	Hardegarijp	26 februari 1997	Leeuwarden	https://www.dbnl.org/auteurs/auteur.php?id=veen025	veen025
P.J. Risseeuw	16 mei 1901	Den Haag	11 juni 1968	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=riss002	riss002
Dirk de Jong	3 oktober 1910	Breda	31 mei 1974	Otterlo	https://www.dbnl.org/auteurs/auteur.php?id=jong012	jong012
Hans Edinga	29 april 1918	Zeist	24 juli 1980	Joure	https://www.dbnl.org/auteurs/auteur.php?id=edin002	edin002
Jo Daan	12 mei 1910	Krommenie	11 juni 2006	Deventer	https://www.dbnl.org/auteurs/auteur.php?id=daan001	daan001
M.A.P. Meilink-Roelofsz	1905		1988		https://www.dbnl.org/auteurs/auteur.php?id=meil003	meil003
H.W. Meihuizen	29 augustus 1906	Arnhem	26 november 1983	Gorssel	https://www.dbnl.org/auteurs/auteur.php?id=meih001	meih001
Jean-Marie Gantois	21 juli 1904	Watten	28 mei 1968	Holke	https://www.dbnl.org/auteurs/auteur.php?id=gant001	gant001
A. Dirkzwager	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=dirk050	dirk050
R. Feenstra	5 oktober 1920	Batavia	2 maart 2013	Oegstgeest	https://www.dbnl.org/auteurs/auteur.php?id=feen006	feen006
H.Th. Oostendorp	16 december 1927	Zaandam	11 april 1989		https://www.dbnl.org/auteurs/auteur.php?id=oost007	oost007
Ina Willekes McDonald	21 maart 1886	Haarlem	26 februari 1979	Laren	https://www.dbnl.org/auteurs/auteur.php?id=will069	will069
H.M. Mensonides	7 juni 1912	Breda	1978		https://www.dbnl.org/auteurs/auteur.php?id=mens011	mens011
W.A. Nolet	23 december 1909	Arnhem	14 augustus 1978	Venlo	https://www.dbnl.org/auteurs/auteur.php?id=nole005	nole005
Annie Versprille	17 september 1905	Schoondijke	28 december 1995	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=vers066	vers066
D.A. Tamminga	22 november 1909	Winsum	5 april 2002	Leeuwarden	https://www.dbnl.org/auteurs/auteur.php?id=tamm001	tamm001
H. Entjes	17 september 1919	Ambt Rheine	8 mei 2006	Nieuwleusen	https://www.dbnl.org/auteurs/auteur.php?id=entj001	entj001
Willem Pée	9 april 1903	Brugge	20 mei 1986	Rosières	https://www.dbnl.org/auteurs/auteur.php?id=pee_003	pee_003
Th. Nieuwenhuis	26 april 1866	Noord Scharwoude			https://www.dbnl.org/auteurs/auteur.php?id=nieu014	nieu014
Daam Fockema	21 januari 1826	Leeuwarden	9 februari 1874	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=fock012	fock012
R.A.D. Renting	7 juni 1920	Winterswijk	10 juni 2011	Zuid-Beijerland	https://www.dbnl.org/auteurs/auteur.php?id=rent002	rent002
J.U. Terpstra	31 mei 1912	Den Haag	15 juni 2004	Roden	https://www.dbnl.org/auteurs/auteur.php?id=terp008	terp008
Pieter Obbema	1930	Sneek	april 2015	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=obbe001	obbe001
Isabella Henriëtte van Eeghen	3 februari 1913	Amsterdam	26 november 1996	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=eegh004	eegh004
Dina van Berlaer-Hellemans	1944		1994		https://www.dbnl.org/auteurs/auteur.php?id=berl001	berl001
Hilda van Assche	5 september 1922	Oudenaarde	31 december 2009	Wemmel	https://www.dbnl.org/auteurs/auteur.php?id=assc003	assc003
G.W. Huygens	6 december 1912	Rotterdam	5 september 2002	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=huyg006	huyg006
L. Mosheuvel	9 maart 1922	Rotterdam	30 december 2009		https://www.dbnl.org/auteurs/auteur.php?id=mosh001	mosh001
H.T.J. Miedema	8 juni 1922	Heusden	8 november 2008		https://www.dbnl.org/auteurs/auteur.php?id=mied005	mied005
Herman Balthazar	4 maart 1938	Gent			https://www.dbnl.org/auteurs/auteur.php?id=balt006	balt006
J.F. Heijbroek	1949				https://www.dbnl.org/auteurs/auteur.php?id=heij026	heij026
W.F. Lichtenauer	11 mei 1900	Rotterdam	5 februari 1987	Rotterdam	https://www.dbnl.org/auteurs/auteur.php?id=lich004	lich004
A.F. Mellink	4 december 1915	Amsterdam	22 september 1987	Haren	https://www.dbnl.org/auteurs/auteur.php?id=mell010	mell010
S.A. Louw	8 augustus 1908		16 augustus 1979		https://www.dbnl.org/auteurs/auteur.php?id=louw002	louw002
F.J. Snijman	13 februari 1915	Rietbron	5 september 1994	Stellenbosch	https://www.dbnl.org/auteurs/auteur.php?id=snij008	snij008
Renaat Merecy	10 mei 1909	Antwerpen	8 mei 1997	Antwerpen	https://www.dbnl.org/auteurs/auteur.php?id=mere001	mere001
H. Bonger	12 mei 1911	Amsterdam	26 februari 1999	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=bong004	bong004
Johan van der Woude	6 januari 1906	Groningen	7 februari 1979	Velp	https://www.dbnl.org/auteurs/auteur.php?id=woud007	woud007
J.A. Bornewasser	15 juli 1924	Voorst	22 april 2010	Groesbeek	https://www.dbnl.org/auteurs/auteur.php?id=born004	born004
Horst Gerson	2 maart 1907	Berlijn	10 juni 1978	Groningen	https://www.dbnl.org/auteurs/auteur.php?id=gers003	gers003
Walter Thys	29 maart 1924	Antwerpen	26 oktober 2015	Gent	https://www.dbnl.org/auteurs/auteur.php?id=thys001	thys001
G.A. van Riemsdijk	1904		1993		https://www.dbnl.org/auteurs/auteur.php?id=riem014	riem014
P. Scherft	29 juli 1916	Jakarta	19 mei 2009	Middelburg	https://www.dbnl.org/auteurs/auteur.php?id=sche049	sche049
W.J. Formsma	1903		19 maart 1999	Groningen	https://www.dbnl.org/auteurs/auteur.php?id=form001	form001
Anna Jacoba Böeseken	1906	Pretoria	28 juni 1997	Oranjezicht	https://www.dbnl.org/auteurs/auteur.php?id=boes005	boes005
Ernst van Heerden	20 maart 1916	Pearston (Oos-Kaap)	30 september 1997	Johannesburg	https://www.dbnl.org/auteurs/auteur.php?id=heer004	heer004
F.A. Holleman	1 augustus 1897	Zutphen	18 juli 1988	Breda	https://www.dbnl.org/auteurs/auteur.php?id=holl017	holl017
Clasina Isings	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=isin004	isin004
Jan Cartens	25 mei 1929	Roosendaal	2007		https://www.dbnl.org/auteurs/auteur.php?id=cart003	cart003
Tjaard W.R. de Haan	25 augustus 1919	Den Haag	22 november 1983	Oegstgeest	https://www.dbnl.org/auteurs/auteur.php?id=haan022	haan022
Kamiel Cooremans	1931				https://www.dbnl.org/auteurs/auteur.php?id=coor008	coor008
A. Ampe	17 april 1912	Woesten	28 juli 2004	Drongen	https://www.dbnl.org/auteurs/auteur.php?id=ampe001	ampe001
H.J. Prakke	26 april 1900	Alphen a/d Rijn	14 december 1992	Roden	https://www.dbnl.org/auteurs/auteur.php?id=prak001	prak001
Adriaan Verhulst	9 november 1929		17 november 2002		https://www.dbnl.org/auteurs/auteur.php?id=verh053	verh053
B.A. Sijes	12 januari 1908	Amsterdam	12 juli 1981	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=sije001	sije001
Bernard Kemp	22 augustus 1926	Hamont	2 november 1980	Leuven	https://www.dbnl.org/auteurs/auteur.php?id=kemp002	kemp002
Inez van Dullemen	13 november 1925	Amsterdam			https://www.dbnl.org/auteurs/auteur.php?id=dull003	dull003
A. van Elslander	10 september 1921	Gent	17 juni 1999	Heusden	https://www.dbnl.org/auteurs/auteur.php?id=elsl002	elsl002
J.Th. de Smidt	1932				https://www.dbnl.org/auteurs/auteur.php?id=smid008	smid008
S.B.J. Zilverberg	25 mei 1922	Amsterdam	1 december 2005	Amstelveen	https://www.dbnl.org/auteurs/auteur.php?id=zilv001	zilv001
T.T. Cloete	31 mei 1924	Vredefort	29 juli 2015	Potchefstroom	https://www.dbnl.org/auteurs/auteur.php?id=cloe003	cloe003
D. Nauta	11 april 1898	Feerwerd	22 april 1994	Zeist	https://www.dbnl.org/auteurs/auteur.php?id=naut007	naut007
H. Berkhof	11 juni 1914	Appeltern	17 december 1995	Leiderdorp	https://www.dbnl.org/auteurs/auteur.php?id=berk023	berk023
P. Spigt	20 oktober 1919	Amsterdam	6 april 1990	Amstelveen	https://www.dbnl.org/auteurs/auteur.php?id=spig001	spig001
Harm Tjalling Waterbolk	1924	Havelte			https://www.dbnl.org/auteurs/auteur.php?id=wate021	wate021
Gerda van Woudenberg	1911		1995		https://www.dbnl.org/auteurs/auteur.php?id=woud011	woud011
W.P. Blockmans	1945				https://www.dbnl.org/auteurs/auteur.php?id=bloc010	bloc010
Frans van Isacker	4 februari 1920	Mechelen	27 oktober 2000	Edegem	https://www.dbnl.org/auteurs/auteur.php?id=isac001	isac001
F.R.J. Knetsch	24 juni 1924	Leiden	4 september 2006	Eelde	https://www.dbnl.org/auteurs/auteur.php?id=knet001	knet001
R.L.J. Bromberg	1927	Den Haag			https://www.dbnl.org/auteurs/auteur.php?id=brom003	brom003
Sjeng Tans	19 januari 1912	Maastricht	23 februari 1993	Maastricht	https://www.dbnl.org/auteurs/auteur.php?id=tans001	tans001
R. Breugelmans	10 juni 1943	Rotterdam	5 februari 2010	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=breu003	breu003
Margreet Bruijn	13 maart 1916	Laren	2010		https://www.dbnl.org/auteurs/auteur.php?id=brui005	brui005
Lyckle de Vries	1937				https://www.dbnl.org/auteurs/auteur.php?id=vrie041	vrie041
J.W. Oerlemans	22 mei 1926	Velsen	20 maart 2011	Poortugaal	https://www.dbnl.org/auteurs/auteur.php?id=oerl002	oerl002
Antonie Maria Luyendijk-Elshout	31 december 1921	Gorinchem	6 april 2012	Warmond	https://www.dbnl.org/auteurs/auteur.php?id=luye001	luye001
W.G. Noordegraaf	1908		1992		https://www.dbnl.org/auteurs/auteur.php?id=noor039	noor039
Jan den Tex	8 mei 1899	Amsterdam	25 november 1984	Leusden	https://www.dbnl.org/auteurs/auteur.php?id=tex_003	tex_003
S.P. Wolfs	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=wolf028	wolf028
N. Cramer	1921		1997		https://www.dbnl.org/auteurs/auteur.php?id=cram012	cram012
H.A. Wage	23 september 1911	Roosendaal	18 augustus 1997	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=wage001	wage001
W.A. Ornée	26 mei 1921	Groningen	12 april 1990	Brummen	https://www.dbnl.org/auteurs/auteur.php?id=orne001	orne001
Helen A. van den Berg-Noë	1919	Semarang, Nederlands-Indie	12 juli 2001	Bilthoven	https://www.dbnl.org/auteurs/auteur.php?id=berg098	berg098
H. Hoetink	1931		2005		https://www.dbnl.org/auteurs/auteur.php?id=hoet004	hoet004
Johan Somerwil	2 oktober 1926		13 januari 2009		https://www.dbnl.org/auteurs/auteur.php?id=some011	some011
Chris Leeflang	1 oktober 1904		30 juni 1993		https://www.dbnl.org/auteurs/auteur.php?id=leef001	leef001
José de Mûelenaere	31 maart 1914	Ardooie	2002		https://www.dbnl.org/auteurs/auteur.php?id=muel001	muel001
Oscar de Wit	1 december 1935	Bandoeng (Java)			https://www.dbnl.org/auteurs/auteur.php?id=wit_011	wit_011
H.K. s' Jacob	1939				https://www.dbnl.org/auteurs/auteur.php?id=jaco043	jaco043
Kåre Langvik-Johannessen	10 april 1919	Onsøy			https://www.dbnl.org/auteurs/auteur.php?id=lang033	lang033
E.J. van den Broecke-de Man	4 juli 1898	Yerseke	16 september 1998	Middelburg	https://www.dbnl.org/auteurs/auteur.php?id=broe010	broe010
