Author	DOB	POB	DOD	POD	Link	identifier	givenName	familyName	alternateNames	occupation	birthPlace	birthDate	deathPlace	deathDate	gender
J.H. Abendanon	14 oktober 1852	Paramaribo	13 december 1925	Monaco	https://www.dbnl.org/auteurs/auteur.php?id=aben001	aben001	Jacques Henri	Abendanon	J.H. Abendanon			1852-10-14		12/13/1925	male
Jan C. de Vos	8 juli 1855	Den Haag	1931		https://www.dbnl.org/auteurs/auteur.php?id=vos_014	vos_014	Jan Cornelis	de Vos	Jan C. de Vos	toneelspeler	Den Haag	1855-07-08		1931	male
F. van Gheel Gildemeester	1855		1929		https://www.dbnl.org/auteurs/auteur.php?id=ghee005	ghee005	Francis	van Gheel Gildemeester	F. van Gheel Gildemeester			1855		1929	male
Seerp Gratama	14 december 1858	Groningen	22 mei 1923	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=grat003	grat003	Seerp	Gratama	Seerp Gratama		Groningen	1858-12-14	Den Haag	5/22/1923	male
G. Fuldauer	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=fuld001	fuld001	G.	Fuldauer	G. Fuldauer			18xx		000?	male
J. van Kuyk	1883		1949		https://www.dbnl.org/auteurs/auteur.php?id=kuyk004	kuyk004	Johannes	van Kuyk	J. van Kuyk			1883		1949	male
S.P. Haak	17 juli 1876		9 februari 1937		https://www.dbnl.org/auteurs/auteur.php?id=haak009	haak009	Sikko Popta	Haak	S.P. Haak			1876-07-17		2/9/1937	male
A.F.O. Sasse van Ysselt	10 april 1852	Waalwijk	6 augustus 1939	Interlaken	https://www.dbnl.org/auteurs/auteur.php?id=sass010	sass010	Alexander Frederik Oscar	van Sasse van Ysselt	A.F.O. van Sasse van Ysselt	magistraat	Waalwijk	1852-04-10		8/6/1939	male
D.A. van Waalwijk	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=waal015	waal015	D.A.	van Waalwijk	D.A. van Waalwijk			18xx		000?	male
Johanna Snellen	30 oktober 1870	Delft	18 april 1943	Utrecht	https://www.dbnl.org/auteurs/auteur.php?id=snel004	snel004	Johanna	Snellen	Johanna Snellen		Delft	1870-10-30	Utrecht	4/18/1943	female
A.A. van Schelven	11 november 1880	Haarlem	19 mei 1954	Aerdenhout	https://www.dbnl.org/auteurs/auteur.php?id=sche033	sche033	Aart Arnout	van Schelven	A.A. van Schelven	archeoloog/historicus	Haarlem	1880-11-11	Aerdenhout	5/19/1954	male
G.E.W. van Hille	23 november 1872	Zaandam	15 april 1944	Wassenaar	https://www.dbnl.org/auteurs/auteur.php?id=hill013	hill013	Gillis Ernst Willem	van Hille	G.E.W. van Hille	leraar/classicus/docent/hoogleraar	Zaandam	1872-11-23	Wassenaar	4/15/1944	male
E.J. van der Brugh	1877		1947		https://www.dbnl.org/auteurs/auteur.php?id=brug033	brug033	Emmanuel Johannes	van der Brugh	E.J. van der Brugh			1877		1947	male
G.D.A. Jonckbloet	28 augustus 1848	Eindhoven	5 april 1926	Nijmegen	https://www.dbnl.org/auteurs/auteur.php?id=jonc002	jonc002	Godfried Daniël Augustinus	Jonckbloet	G.D.A. Jonckbloet	herv./leraar/geref. predikant/classicus	Eindhoven	1848-08-28	Nijmegen	4/5/1926	male
R. van der Meulen Rz.	1882		1972		https://www.dbnl.org/auteurs/auteur.php?id=meul129	meul129	Reinder	van der Meulen Rz.	R. van der Meulen Rz.			1882		1972	male
Th. Morren	1867	Utrecht	31 mei 1920	Batavia	https://www.dbnl.org/auteurs/auteur.php?id=morr005	morr005	Theo	Morren	Th. Morren		Utrecht	1867		5/31/1920	male
Hendrik Blink	12 februari 1852	De Wijk	26 december 1931		https://www.dbnl.org/auteurs/auteur.php?id=blin002	blin002	Hendrik	Blink	Hendrik Blink	schilder	De Wijk	1852-02-12		12/26/1931	male
Charles René Bakhuizen van den Brink	6 januari 1850	Elsene	12 mei 1923	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=bakh006	bakh006	Charles René	Bakhuizen van den Brink	Charles René Bakhuizen van den Brink	ambtenaar	Elsene	1850-01-06	Den Haag	5/12/1923	male
P. Albers S.J.	1856		1932		https://www.dbnl.org/auteurs/auteur.php?id=albe022	albe022	Petrus Hendricus	Albers S.J.	P. Albers S.J.			1856		1932	male
Marinus Willem de Visser	23 oktober 1875	Stavenisse	7 oktober 1930		https://www.dbnl.org/auteurs/auteur.php?id=viss055	viss055	Marinus Willem	de Visser	Marinus Willem de Visser	leraar/docent/hoogleraar	Stavenisse	1875-10-23		10/7/1930	male
B.J.F. Varenhorst	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=vare005	vare005	B.J.F.	Varenhorst	B.J.F. Varenhorst			18xx		000?	male
H.J. Romeijn	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=rome011	rome011	Hendrik Jan	Romeijn	H.J. Romeijn			18xx		000?	male
Joseph van Wely, O.P.	1882		1963		https://www.dbnl.org/auteurs/auteur.php?id=wely001	wely001	Joseph Johannes Christianus	van Wely, O.P.	Joseph van Wely, O.P.			1882		1963	male
F.J. Kruitwagen	22 oktober 1874	Rotterdam	11 mei 1954	Venray	https://www.dbnl.org/auteurs/auteur.php?id=krui011	krui011	F.J.	Kruitwagen	Bonaventura/F.J. Kruitwagen		Rotterdam	1874-10-22	Venray	5/11/1954	male
Martinus Beversluis	1856		1948	Dordrecht	https://www.dbnl.org/auteurs/auteur.php?id=beve012	beve012	Martien	Beversluis	Martinus Beversluis			1856	Dordrecht	1948	male
E.A.A. van Heekeren	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=heek003	heek003	E.A.A.	van Heekeren	E.A.A. van Heekeren			18xx			male
E. Zuidema	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=zuid001	zuid001	E.	Zuidema	E. Zuidema			18xx		000?	male
H.H. Juynboll	1867		1945		https://www.dbnl.org/auteurs/auteur.php?id=juyn001	juyn001	Hendrik Herman	Juynboll	H.H. Juynboll			1867		1945	male
Vincent Loosjes	24 november 1855	Amsterdam	19 september 1932	Amersfoort	https://www.dbnl.org/auteurs/auteur.php?id=loos010	loos010	Vincent	Loosjes	R. Hellemans/Vincent Loosjes	leraar/onderwijzer (basisschool)/doopsgezind predikant	Amsterdam	1855-11-24	Amersfoort	9/19/1932	male
Ant. Averkamp	1861	Cabauw	1934	Bussum	https://www.dbnl.org/auteurs/auteur.php?id=aver002	aver002	Anton	Averkamp	Ant. Averkamp		Cabauw	1861	Bussum	1934	male
Joh. A. Leopold	20 mei 1846	Groningen	23 januari 1922	Groningen	https://www.dbnl.org/auteurs/auteur.php?id=leop008	leop008	Johan Albert	Leopold	Joh. A. Leopold	leraar/docent/hoogleraar	Groningen	1846-05-20	Groningen	1/23/1922	male
Reinier van der Meulen Rz.	1882	Rotterdam	1972		https://www.dbnl.org/auteurs/auteur.php?id=meul013	meul013	Reinier	van der Meulen Rz.	Reinier van der Meulen Rz.	leraar/docent/hoogleraar	Rotterdam	1882		1972	male
Jos. Jacobson	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=jaco042	jaco042	Joseph	Jacobson	Jos. Jacobson			18xx			male
Jan Kalff Jr.	1865		1944		https://www.dbnl.org/auteurs/auteur.php?id=kalf009	kalf009	Jan	Kalff Jr.	Jan Kalff Jr.			1865		1944	male
Frederic Adolph Hoefer	14 april 1850	Sittard	7 oktober 1938	Zeist	https://www.dbnl.org/auteurs/auteur.php?id=hoef007	hoef007	Frederic Adolph	Hoefer	Frederic Adolph Hoefer		Sittard	1850-04-14	Zeist	10/7/1938	male
M.G. Wildeman	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=wild017	wild017	Marinus Godefridus	Wildeman	M.G. Wildeman			18xx		000?	male
Th.P.H. van Aalst	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=aals004	aals004	Th.P.H.	van Aalst	Th.P.H. van Aalst			18xx		000?	male
C.W.A. van Haersolte van den Doorn	1845		1925		https://www.dbnl.org/auteurs/auteur.php?id=haer008	haer008	Coenraad Willem Anthony	van Haersolte van den Doorn	C.W.A. van Haersolte van den Doorn			1845		1925	male
H.M. van Nes	31 maart 1862	Oostvoorne	18 augustus 1946	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=nes_002	nes_002	Hendrik Marius	van Nes	H.M. van Nes		Oostvoorne	1862-03-31	Leiden	8/18/1946	male
Willem Vogelsang	1875		1954		https://www.dbnl.org/auteurs/auteur.php?id=voge018	voge018	Willem	Vogelsang	Willem Vogelsang			1875		1954	male
Klaas Uilkema	2 oktober 1873	Grouw	3 februari 1944	Groningen	https://www.dbnl.org/auteurs/auteur.php?id=uilk002	uilk002	Klaas	Uilkema	Klaas Uilkema		Grouw	1873-10-02	Groningen	2/3/1944	male
L.W.A.M. Lasonder	23 februari 1879	Middelburg	1 april 1958	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=laso002	laso002	Laurens Walraven Adriaan Marie	Lasonder	L.W.A.M. Lasonder	archivaris/bibliothecaris	Middelburg	1879-02-23	Den Haag	4/1/1958	male
E.T. Kuiper	9 augustus 1862	Zwolle	4 februari 1924		https://www.dbnl.org/auteurs/auteur.php?id=kuip019	kuip019	Esgo Taco	Kuiper	E.T. Kuiper	leraar/docent/hoogleraar	Zwolle	1862-08-09		2/4/1924	male
Jan Leendert van Dalen	10 maart 1864	Dirksland	1936		https://www.dbnl.org/auteurs/auteur.php?id=dale014	dale014	Jan Leendert	van Dalen	Jan Leendert van Dalen	leraar/archeoloog/hoogleraar/agrariër/docent/historicus	Dirksland	1864-03-10		1936	male
J.G.L. Nolst Trenité	1863		1941		https://www.dbnl.org/auteurs/auteur.php?id=nols001	nols001	J.G.L.	Nolst Trenité	J.G.L. Nolst Trenité	advocaat/jurist		1863		1941	male
G.F. de Bruyn Kops	20 augustus 1820	Haarlem	1881	Batavia	https://www.dbnl.org/auteurs/auteur.php?id=bruy028	bruy028	George François	de Bruyn Kops	G.F. de Bruyn Kops		Haarlem	1820-08-20		1881	male
E.M. Meijers	10 januari 1880	Den Helder	25 juni 1954	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=meij045	meij045	Eduard Maurits	Meijers	E.M. Meijers	advocaat/jurist	Den Helder	1880-01-10	Leiden	6/25/1954	male
Adriaan Beets	28 juli 1860	Utrecht	24 december 1937	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=beet002	beet002	Adriaan	Beets	Adriaan Beets	leraar/docent/hoogleraar	Utrecht	1860-07-28	Leiden	12/24/1937	male
A.C.S. de Koe	23 maart 1883	Utrecht	1977	Noordwijk	https://www.dbnl.org/auteurs/auteur.php?id=koe_001	koe_001	Anna Cornelia Sophia (Annie)	de Koe	A.C.S. de Koe	leraar/docent/hoogleraar	Utrecht	1883-03-23	Noordwijk	1977	female
E.C. van Leersum	12 februari 1862	Utrecht	15 februari 1938	Leersum	https://www.dbnl.org/auteurs/auteur.php?id=leer007	leer007	Evert Cornelis	van Leersum	E.C. van Leersum	leraar/archeoloog/hoogleraar/docent/historicus	Utrecht	1862-02-12	Leersum	2/15/1938	male
H. Colijn	22 juni 1869	Burgerveen	18 september 1944	Ilmenau	https://www.dbnl.org/auteurs/auteur.php?id=coli002	coli002	Hendrikus	Colijn	H. Colijn	staatsman/bestuurder/politicus	Burgerveen	1869-06-22		9/18/1944	male
A.J. Servaas van Rooijen	30 mei 1839	Utrecht	1925		https://www.dbnl.org/auteurs/auteur.php?id=rooi006	rooi006	Abraham Jacobus Servaas van	van Rooijen	A.J. Servaas van Rooijen/A.J. Servaas van Rooyen	boekhandelaar	Utrecht	1839-05-30		1925	male
Maarten van Rhijn	29 april 1888	Groningen	3 oktober 1966	Bilthoven	https://www.dbnl.org/auteurs/auteur.php?id=rhij004	rhij004	Maarten	van Rhijn	Maarten van Rhijn	leraar/docent/hoogleraar	Groningen	1888-04-29	Bilthoven	10/3/1966	male
Valentijn Hepp	1879		1950		https://www.dbnl.org/auteurs/auteur.php?id=hepp001	hepp001	Valentijn	Hepp	Valentijn Hepp	herv./leraar/geref. predikant		1879		1950	male
J.J. van Hille	1835		na 1924		https://www.dbnl.org/auteurs/auteur.php?id=hill012	hill012	Jacobus Johannes	van Hille	J.J. van Hille	herv./leraar/geref. predikant		1835		1924	male
A.A. Kok	23 mei 1881	Dordrecht	15 april 1951	Amstelhoek	https://www.dbnl.org/auteurs/auteur.php?id=kok_015	kok_015	Abel Antoon	Kok	A.A. Kok		Dordrecht	1881-05-23	Amstelhoek	4/15/1951	male
H.D.H. Bosboom	1849		22 oktober 1929		https://www.dbnl.org/auteurs/auteur.php?id=bosb003	bosb003	Herman Dirk Hendrik	Bosboom	H.D.H. Bosboom			1849		10/22/1929	male
W.J.M. Mulder	12 mei 1875	Amsterdam	17 oktober 1936	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=muld028	muld028	Willem Johannes Maria	Mulder	W.J.M. Mulder		Amsterdam	1875-05-12	Amsterdam	10/17/1936	male
C.J.K. van Aalst	1866		1939		https://www.dbnl.org/auteurs/auteur.php?id=aals003	aals003	Cornelis Johannes Karel	van Aalst	C.J.K. van Aalst			1866		1939	male
Johannes Henricus Scholten	17 augustus 1811	Vleuten	10 april 1885	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=scho020	scho020	Johannes Henricus	Scholten	Johannes Henricus Scholten	herv./leraar/geref. predikant	Vleuten	1811-08-17	Leiden	1885-04-10	male
W.J.J.C. Bijleveld	1878		1952		https://www.dbnl.org/auteurs/auteur.php?id=bijl009	bijl009	Willem Johan Jacob Cornelis	Bijleveld	W.J.J.C. Bijleveld	archeoloog/historicus		1878		1952	male
M.A. Evelein	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=evel001	evel001	Machiel André	Evelein	M.A. Evelein			18xx			male
J.C. van der Loos	1881		1947		https://www.dbnl.org/auteurs/auteur.php?id=loos013	loos013	Jacobus Cornelius	van der Loos	J.C. van der Loos	rk-geestelijke/kloosterling		1881		1947	male
J.W. Bierma	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=bier006	bier006	Jan Watzes	Bierma	J.W. Bierma	leraar/classicus/docent/hoogleraar		18xx			male
J.R. Callenbach	1862		1945		https://www.dbnl.org/auteurs/auteur.php?id=call015	call015	Jacobus Richardus	Callenbach	J.R. Callenbach			1862		1945	male
F. van Hoeck	1873		1956		https://www.dbnl.org/auteurs/auteur.php?id=hoec005	hoec005	F.	van Hoeck	F. van Hoeck	rk-geestelijke/kloosterling		1873		1956	male
J.C. Breen	10 november 1865	Amsterdam	7 maart 1927	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=bree008	bree008	Johannes Christiaan	Breen	J.C. Breen	archeoloog/historicus	Amsterdam	1865-11-10	Amsterdam	3/7/1927	male
W. van Schothorst	18 augustus 1877	Lunteren	17 augustus 1935	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=scho114	scho114	Wijnand	van Schothorst	W. van Schothorst	leraar/docent/hoogleraar	Lunteren	1877-08-18	Den Haag	8/17/1935	male
Albert Eekhof	26 juli 1884	Steenwijk	23 maart 1933	Oegstgeest	https://www.dbnl.org/auteurs/auteur.php?id=eekh005	eekh005	Albert	Eekhof	Albert Eekhof	herv./leraar/geref. predikant	Steenwijk	1884-07-26	Oegstgeest	3/23/1933	male
Willem Gerard van der Tak	3 februari 1885	Den Haag	19 maart 1958	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=tak_003	tak_003	Willem Gerard	van der Tak	Willem Gerard van der Tak		Den Haag	1885-02-03	Den Haag	3/19/1958	male
J.H. Garms jr.	1867		1933		https://www.dbnl.org/auteurs/auteur.php?id=garm002	garm002	J.H.	Garms jr.	J.H. Garms jr.			1867		1933	male
H.E. Knappert	1872		1943		https://www.dbnl.org/auteurs/auteur.php?id=knap008	knap008	Henri Elise	Knappert	H.E. Knappert			1872		1943	male
Frans Drion	2 september 1874	Den Haag	13 december 1948	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=drio002	drio002	Franciscus Johannes Wilhelmus	Drion	Akrates/Frans Drion		Den Haag	1874-09-02	Den Haag	12/13/1948	male
Jacobus Heinsius	23 juni 1872	Amsterdam	18 mei 1947	Wassenaar	https://www.dbnl.org/auteurs/auteur.php?id=hein007	hein007	Jacobus	Heinsius	Jacobus Heinsius		Amsterdam	1872-06-23	Wassenaar	5/18/1947	male
R.W. Zandvoort	2 juli 1894	Avenhorn	7 augustus 1990	Amersfoort	https://www.dbnl.org/auteurs/auteur.php?id=zand006	zand006	Reinard Willem	Zandvoort	R.W. Zandvoort	leraar/letterkundige (NIET-neerl.)/docent/hoogleraar	Avenhorn	1894-07-02	Amersfoort	8/7/1990	male
Hendrik Bolkestein	1877		1942		https://www.dbnl.org/auteurs/auteur.php?id=bolk003	bolk003	Hendrik	Bolkestein	Hendrik Bolkestein	archeoloog/historicus		1877		1942	male
G. van Hoorn	1891		1969		https://www.dbnl.org/auteurs/auteur.php?id=hoor020	hoor020	Gerardus	van Hoorn	G. van Hoorn			1891		1969	male
J.P. van Lonkhuijzen	1873		1942		https://www.dbnl.org/auteurs/auteur.php?id=lonk001	lonk001	Jan	van Lonkhuijzen	J.P. van Lonkhuijzen			1873		1942	male
M.H.A. van der Valk	1866		1954		https://www.dbnl.org/auteurs/auteur.php?id=valk024	valk024	Marchinus Hyminus Arnoldus	van der Valk	M.H.A. van der Valk	herv./leraar/geref. predikant		1866		1954	male
Jo van Ham	11 maart 1895	Middelburg	30 december 1985	Middelburg	https://www.dbnl.org/auteurs/auteur.php?id=ham_002	ham_002	Johannes	van Ham	Jo van Ham		Middelburg	1895-03-11	Middelburg	12/30/1985	male
Dirk Drijver	1879		1946		https://www.dbnl.org/auteurs/auteur.php?id=drij005	drij005	Dirk	Drijver	Dirk Drijver			1879		1946	male
Pieter Rink	1851		1941		https://www.dbnl.org/auteurs/auteur.php?id=rink003	rink003	Pieter	Rink	Pieter Rink			1851		1941	male
J.H. Kern	24 januari 1867	Leiden	19 december 1933	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=kern005	kern005	Johan Hendrik	Kern	J.H. Kern		Leiden	1867-01-24	Leiden	12/19/1933	male
H.T. Damsté	28 januari 1874	Huisduinen	6 januari 1955	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=dams007	dams007	Henri Titus	Damsté	H.T. Damsté		Huisduinen	1874-01-28	Leiden	1/6/1955	male
Edward John Voûte	1887		1950		https://www.dbnl.org/auteurs/auteur.php?id=vout004	vout004	Edward John	Voûte	Edward John Voûte	staatsman/bestuurder/politicus	Amsterdam	1887-09-17	Amsterdam	6/18/1950	male
S. Sybenga	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=sybe004	sybe004	Schelte	Sybenga	S. Sybenga			18xx		000?	male
D. Plooij	1877		1935		https://www.dbnl.org/auteurs/auteur.php?id=ploo006	ploo006	Daniël	Plooij	D. Plooij			1877		1935	male
J.E. Kroon	3 december 1880	Leiden	8 december 1956	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=kroo013	kroo013	Just Emile	Kroon	J.E. Kroon	apotheker/medicus	Leiden	1880-12-03	Leiden	12/8/1956	male
S.W.F. Margadant	22 november 1887	Den Haag	15 maart 1946	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=marg006	marg006	Steven Willem Floris	Margadant	S.W.F. Margadant	leraar/docent/hoogleraar	Den Haag	1887-11-22	Den Haag	3/15/1946	male
Gillis André de la Porte	25 februari 1866	Boxtel	12 maart 1950	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=andr029	andr029	Gillis	André de la Porte	G. André de la Porte/Gillis André de la Porte	advocaat/jurist	Boxtel	1866-02-25	Den Haag	3/12/1950	male
A. Goslinga	26 september 1884	Bolsward	2 februari 1961	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=gosl001	gosl001	Adriaan	Goslinga	A. Goslinga	leraar/archeoloog/hoogleraar/docent/historicus	Bolsward	1884-09-26	Amsterdam	2/2/1961	male
Johan Christoffel Ramaer	9 mei 1852	Zutphen	17 juni 1932	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=rama011	rama011	Johan Christoffel	Ramaer	Johan Christoffel Ramaer	natuurwetenschapper	Zutphen	1852-05-09	Den Haag	6/17/1932	male
J.C. van Oven	17 november 1881	Dordrecht	15 maart 1963	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=oven002	oven002	Julius Christiaan	van Oven	J.C. van Oven	advocaat/jurist	Dordrecht	1881-11-17	Leiden	3/15/1963	male
Dirk Herderschêe	1877		1969		https://www.dbnl.org/auteurs/auteur.php?id=herd005	herd005	Dirk	Herderschêe	Dirk Herderschêe			1877		1969	male
L.H.J. Lamberts Hurrelbrinck	1 juni 1856	Pasoeroean (Java)	31 oktober 1941	Maastricht	https://www.dbnl.org/auteurs/auteur.php?id=lamb004	lamb004	Louis Herman Jean	Lamberts Hurrelbrinck	L.H.J. Lamberts Hurrelbrinck	advocaat/jurist/redacteur/journalist		1856-06-01	Maastricht	10/31/1941	male
J.P. van der Stok	1851		1934		https://www.dbnl.org/auteurs/auteur.php?id=stok008	stok008	Johannes Paulus	van der Stok	J.P. van der Stok			1851		1934	male
G.A. Wumkes	4 september 1869	Joure	7 mei 1954	Leeuwarden	https://www.dbnl.org/auteurs/auteur.php?id=wumk001	wumk001	Geert Aielco	Wumkes	G.A. Wumkes	herv./leraar/geref. predikant	Joure	1869-09-04	Leeuwarden	5/7/1954	male
H.P. Berdenis van Berlekom	19 maart 1862	Heerlen	15 januari 1947	De Bilt	https://www.dbnl.org/auteurs/auteur.php?id=berd002	berd002	Hubert Philippus	Berdenis van Berlekom	H.P. Berdenis van Berlekom	vertaler	Heerlen	1862-03-19	De Bilt	1/15/1947	male
P.L. Tack	1870		1943		https://www.dbnl.org/auteurs/auteur.php?id=tack001	tack001	Pieter Lodewijk	Tack	P.L. Tack	journalist/leraar/hoogleraar/redacteur/docent		1870		1943	male
A.S. de Blécourt	4 oktober 1873	Appingedam	8 november 1940	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=blec001	blec001	Anne Siberdinus	de Blécourt	A.S. de Blécourt	advocaat/jurist	Appingedam	1873-10-04	Den Haag	11/8/1940	male
F.W. Stapel	3 april 1879	Den Haag	4 februari 1957	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=stap009	stap009	Frederik Willem	Stapel	F.W. Stapel		Den Haag	1879-04-03	Den Haag	2/4/1957	male
J.E. Stokvis	23 februari 1875	Den Haag	30 december 1951	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=stok009	stok009	Jozef Emanuel	Stokvis	J.E. Stokvis		Den Haag	1875-02-23	Den Haag	12/30/1951	male
M.A. van Andel	16 januari 1878	Gorinchem	5 juni 1941	Gorinchem	https://www.dbnl.org/auteurs/auteur.php?id=ande002	ande002	Martinus Antonie	van Andel	M.A. van Andel	apotheker/medicus	Gorinchem	1878-01-16	Gorinchem	6/5/1941	male
Pieter Fijn van Draat	23 september 1860	Deventer	1945		https://www.dbnl.org/auteurs/auteur.php?id=fijn002	fijn002	Pieter	Fijn van Draat	Pieter Fijn van Draat	leraar/letterkundige (NIET-neerl.)/docent/hoogleraar	Deventer	1860-09-23		1945	male
Joh. F. Snelleman	1852		1932		https://www.dbnl.org/auteurs/auteur.php?id=snel012	snel012	Johannes François	Snelleman	Joh. F. Snelleman			1852		1932	male
P.J. de Kanter	17 maart 1868	Gouda	16 mei 1953	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=kant005	kant005	Pieter Johannes	de Kanter	P.J. de Kanter	staatsman/bestuurder/politicus	Gouda	1868-03-17	Den Haag	5/16/1953	male
V.H. Rutgers	16 december 1877	Hertogenbosch	5 februari 1945	Bochum	https://www.dbnl.org/auteurs/auteur.php?id=rutg018	rutg018	Victor Henri	Rutgers	V.H. Rutgers	staatsman/bestuurder/politicus	Hertogenbosch	1877-12-16		2/5/1945	male
